R,G,B,H,H,S,V,L,A,B,MK,STDDEV,VRES,SRES,LCCP0_C,LCCP0_S,LCCP0_N,0_CT,0_ST,LCCP1_C,LCCP1_S,LCCP1_N,1_CT,1_ST,WL,WC,WV,L,C,V,K,,,
146,52,114,24,136,122,98,"[49, 248]",35,116,77,1.27448100038891,0.00681712679854925,0.0101982799995668,0.144973596354608,0.600013192956492,0.314268379645872,20.1827442879192,0.295185793862776,0.0849701323398224,0.426070312251868,0.411807047273743,119.556534398712,0.821405473628418,0.696106113669777,0.601425766283534,0.222322557766415,"[0.005580166152806218, 0.020747230368336568]","[0.47112787976603143, 1.3336139909122053]","[4.725289124714836e-08, 1.5122421207093257e-06]",1,-1,13,4
168,124,58,26,123,79,107,"[52, 229]",6,112,51,2.28130018538582,0.00715252779898315,0.0210448983796526,0.398184043151995,0.244776752000198,0.712288095126278,71.734794813595,0.626909814505798,0.13457258647277,0.524707123322274,0.3215060598212,73.8399747666659,0.281725197873128,0.218746820736038,0.943606697972054,0.932914285327961,"[0.006405400355734853, 0.024933191449692693]","[0.5215499007537163, 1.3647545390374929]","[1.3347756044964844e-07, 1.3403990417391736e-06]",1,1,1,1
103,55,61,24,161,75,101,"[48, 166]",66,127,41,2.3176710658334,0.00752649294557377,0.030997306663979,0.153170984124801,0.598097936898986,0.505296206670205,80.5447504264042,0.757435226399838,0.33492417490953,0.458823605604033,0.652890484719125,124.751290238797,0.0407458995392834,0.346168411378695,0.633043351594305,0.544242859793569,"[0.005706931312133725, 0.023634268311341158]","[0.4041510365986581, 1.5464988326250395]","[1.55508076634585e-07, 8.030056234587877e-07]",3,0,1,1
196,149,72,63,143,69,134,"[84, 186]",76,55,71,1.80324208279481,0.00788159144087509,0.039364430738633,0.102977012194277,0.594824571493412,0.380981902407554,165.189737464416,0.0142707781885876,0.0620434087820466,0.649631377635248,0.568798257908757,139.331421509743,0.556212242302343,0.663162497172824,0.806846880618239,0.526746607848982,"[0.006999046117944955, 0.020639726400667958]","[0.46345864470414, 1.5343374082204235]","[1.2779131725816693e-07, 1.449115131866171e-06]",1,-1,2,1
119,108,130,13,149,86,51,"[29, 150]",164,37,81,2.39067337734809,0.0059183876751134,0.0346718198276158,0.39212075031249,0.277432241732123,0.27903890476733,19.3631766030706,0.961713133332059,0.175044815881554,0.753985543023865,0.388022115014971,10.0186161478419,0.549262853088786,0.814455398017583,0.393415892321508,0.941558746653946,"[0.009717293441352432, 0.024610898724006444]","[0.6727925889012261, 1.3815163884243202]","[2.0494813607607582e-07, 1.1390235002122342e-06]",2,20,6,0
166,67,81,47,140,128,98,"[72, 238]",57,44,54,1.2671742954261,0.00796803019481256,0.0383594179564827,0.0600904620127636,0.501704469349386,0.335088201934552,67.4423013360117,0.903814237262636,0.387149462816368,0.452809236383627,0.498833786540351,155.876165585602,0.771576457799112,0.647854417500548,0.481974973055513,0.481881973336839,"[0.007575067124434771, 0.020810621251499448]","[0.7432708136043953, 1.5959918649474854]","[1.4564954641828907e-07, 1.2886835881320031e-06]",2,-1,2,1
106,127,121,54,108,82,107,"[12, 198]",90,52,79,1.71279743603639,0.00733986352394957,0.0243938227668449,0.0693330388997046,0.218696260017761,0.577673705570662,54.0698492968263,0.134161904138809,0.160347038319605,0.772427142298075,0.55396300942881,107.602807990017,0.619611524125418,0.387869792098669,0.40578260011213,0.72329551151933,"[0.007567426332715416, 0.023862036183911896]","[0.7691765674795873, 1.5430986685459853]","[1.4883393697346995e-07, 1.1153196555922192e-06]",3,2,2,1
101,143,83,28,123,89,55,"[29, 174]",163,115,93,2.56070709974045,0.00739037198539953,0.033174872911193,0.218643857151867,0.626255338776012,0.591199679254203,138.909740684077,0.0547549756010229,0.257437909197006,0.483110951019575,0.655071074389747,82.5780306758904,0.296424357975757,0.459680642094527,0.639262366990401,0.669521010524213,"[0.008019724314618327, 0.023555546903153698]","[0.7321708248921895, 1.4085267339945808]","[2.422802810369537e-07, 1.3558000091547005e-06]",2,2,1,0
181,149,150,24,159,54,91,"[87, 191]",88,134,35,2.70759274848513,0.00688873135895635,0.0174126530006509,0.186656305316761,0.611599213518288,0.678919033112366,51.5777351544424,0.250577407652275,0.236407885641254,0.529299209038674,0.493555155230054,27.6415925995624,0.0513310681433455,0.314435371280479,0.346684962397631,0.14125841280616,"[0.009029244667206233, 0.024849609397702574]","[0.6034459180729586, 1.2109354246916504]","[1.9045948952390668e-07, 1.240936266213548e-06]",3,3,7,7
156,131,108,21,135,138,109,"[95, 214]",53,141,78,2.5743102569282,0.00640539398152567,0.0267924515609715,0.180612797796524,0.323335738428848,0.368524594585835,155.740713904568,0.0734924811264236,0.171982340802139,0.450252393396271,0.71617052926108,70.3792319179749,0.542358963121605,0.87392755186692,0.309431730287929,0.590007825379462,"[0.00957094130858695, 0.02201488213415382]","[0.5706244637707392, 1.5286422608102848]","[2.098113922920104e-07, 1.0020553482002637e-06]",1,14,1,2
113,62,149,5,132,51,127,"[59, 206]",23,101,46,1.62848289937657,0.00514365657578429,0.0205288423589663,0.203952166209768,0.574352147937852,0.275829354995319,166.785898596875,0.520053722887754,0.326054503142479,0.433171217247397,0.543621247651333,142.810231252014,0.772043953345765,0.105446143839792,0.218214199015702,0.347261343325042,"[0.009763224648775371, 0.02432586977426482]","[0.4269272707066518, 1.4573111764404714]","[1.2523531317681227e-07, 1.2249789869355372e-06]",2,3,1,3
170,116,146,35,113,94,87,"[63, 247]",16,109,41,2.90074432183598,0.00765279797718861,0.0260710196623653,0.214219182890025,0.630662726461884,0.745986375843176,133.06920976718,0.760380668329321,0.0688689866475063,0.673071604222799,0.382621434349228,15.2473388794821,0.0192562248596521,0.296936618845041,0.7636188754752,0.26209397536829,"[0.00536118855917462, 0.024464693338578487]","[0.7507409884366721, 1.5125958791643148]","[6.932027588662188e-08, 1.276669134457212e-06]",3,2,16,5
132,83,111,72,107,113,109,"[94, 191]",161,96,37,1.27152112063671,0.00548148318482958,0.0153233026814679,0.0216811253776874,0.601954614227925,0.483350678987384,87.1797354573537,0.612046021723112,0.103504748689288,0.236271207424599,0.287215483312804,141.884649675951,0.696156023822761,0.875087022787551,0.541941464953312,0.602978722125487,"[0.008483471556235614, 0.020773691215107776]","[0.5964592150171701, 1.5481109255586463]","[2.1463742472124672e-07, 9.483564126591716e-07]",2,0,4,0
157,76,95,7,104,116,124,"[98, 183]",143,91,37,2.22440463015266,0.00658942464127427,0.0334246343675467,0.305452668105706,0.348190057975232,0.788892142553094,130.50924051725,0.952295425068151,0.319591617094811,0.780605972424427,0.620754313754248,38.7745098127663,0.0111846920336142,0.293130017619575,0.720398226478373,0.868732980478841,"[0.008604886859343689, 0.022655391446727333]","[0.7754422597039063, 1.3914243620149278]","[5.439660343251992e-08, 1.4603122916221174e-06]",3,-1,0,2
141,90,98,10,100,102,75,"[10, 184]",153,130,99,2.29868430838437,0.00597779626876059,0.0192715124257572,0.273179606893481,0.372867379334204,0.685322674948543,16.1802807342698,0.0492723557501403,0.067358587538135,0.409388389176166,0.557578115984565,43.7497121322592,0.288722631556656,0.915922024695114,0.550201821785578,0.716553705467877,"[0.005841592786691883, 0.020202346286182678]","[0.7874570470830282, 1.358250056228709]","[8.427498356318222e-08, 7.270387574581487e-07]",3,1,5,2
147,145,79,67,167,128,67,"[51, 232]",7,110,77,2.21934714920513,0.00747426502573242,0.0321225741827188,0.038409423872176,0.325405736103104,0.40567959822762,161.441333938103,0.508758578486415,0.280942142709657,0.633845417807206,0.354615508721382,15.8362681547864,0.227997838509477,0.71142312140046,0.126074353678901,0.589164977051118,"[0.005112244407248649, 0.02077420227371162]","[0.4244630964827455, 1.5552755145167958]","[1.4959580658177293e-07, 7.384847456259584e-07]",1,3,5,7
139,59,71,37,114,57,117,"[92, 188]",152,81,60,1.62739839327509,0.00760069800864435,0.0180321362813527,0.0817234297875976,0.256376276797477,0.251170289605301,37.6497526883245,0.11042248899516,0.312803258543653,0.547890034388689,0.718253793521906,77.4958265476348,0.663974691044752,0.1709789320214,0.635533188957192,0.596627635615557,"[0.009706089336596845, 0.020938209886401594]","[0.6188709218648063, 1.3442336493901312]","[1.255349123059563e-07, 1.1268982419706286e-06]",3,0,2,1
122,100,59,47,129,67,105,"[38, 166]",62,132,30,2.88582333413715,0.00577009062912533,0.0249474995480771,0.367901420220188,0.395223561395423,0.530366080365406,54.4795787831821,0.694235062395205,0.28435237425367,0.210341748491193,0.63221300449508,158.419991022798,0.270392060465749,0.216337853663965,0.853801509849606,0.405832000703433,"[0.008485555907403235, 0.0246740270355588]","[0.6753076370061626, 1.3986521227962978]","[2.1784727114678746e-07, 9.813196075134111e-07]",3,6,2,3
187,95,124,8,143,73,131,"[38, 165]",93,132,44,1.68341722086858,0.00760334635685397,0.0291277475526284,0.234331138991193,0.352024427170265,0.426291406306566,104.515341962126,0.388432576210031,0.153689163492537,0.456078108796306,0.377682731234337,30.6629839200476,0.838897821106881,0.454474389313374,0.967884711170229,0.653881054480998,"[0.005312555488842438, 0.024774016301326196]","[0.4172897253324722, 1.4571583464145108]","[1.686693605660988e-07, 1.4047854540204203e-06]",4,-1,1,4
147,77,148,63,112,94,60,"[81, 209]",93,169,61,2.84548391900866,0.00748088423869486,0.0253376168011199,0.0158844399163986,0.529794831496304,0.679009539213686,134.090665529416,0.225408340948663,0.332952770194974,0.406789330297792,0.552179514889694,30.3895092837453,0.487818030530719,0.836715297601068,0.848532357876494,0.750378917561956,"[0.009637698769863841, 0.02490506895006578]","[0.487000386282816, 1.4387030296265602]","[1.0416997575984258e-07, 1.5578219303886542e-06]",4,0,8,1
119,66,51,35,109,100,116,"[48, 224]",152,12,84,2.26378925874768,0.00631371733848042,0.0302255660077788,0.214088200688897,0.423603952958126,0.280387636272122,146.994822322269,0.758799563233717,0.362091212724461,0.548484079021915,0.457891765751347,19.198974696423,0.76309676987839,0.706760352191075,0.543994457065139,0.488968019626625,"[0.0066106270129580955, 0.020264069623612293]","[0.781926545145748, 1.5290145324826434]","[2.4749728731115462e-08, 7.462001473416663e-07]",1,0,5,2
198,93,125,65,140,74,55,"[40, 175]",32,64,98,2.14620453642446,0.00764112048158063,0.0219951617000823,0.357054714859557,0.428544404252716,0.730700841596129,94.2396115823535,0.404862683473419,0.106713707727464,0.749686199239083,0.312687033465217,106.86570342789,0.709961688870215,0.979539243974551,0.491774415497366,0.377139616562587,"[0.008416635165443477, 0.02344988280696549]","[0.6377734267836971, 1.2062999490635136]","[1.2114590647548938e-07, 1.2439509989545297e-06]",4,-1,3,1
176,122,95,61,114,60,124,"[80, 223]",12,116,66,1.3583995691527,0.00678698521909095,0.0215653047516617,0.0204308485538562,0.512865733221857,0.701843177599408,158.595978998155,0.868675233442109,0.278449070544869,0.491195626049209,0.458261579967727,100.07770274261,0.510221458522807,0.644432228576856,0.330229692559635,0.569833684435674,"[0.006954889866038941, 0.023674566764576476]","[0.5435674803672511, 1.4806996696217176]","[1.8180153822835486e-07, 1.3995119768641495e-06]",3,1,1,1
176,74,85,47,144,88,109,"[18, 182]",140,36,38,2.20267701022703,0.0071487482240758,0.0146738941928658,0.210313939463495,0.630981271136812,0.266239401320622,65.1059750040788,0.648777996542761,0.277029503313569,0.562376861267377,0.522998332886181,18.245236416781,0.785396032532802,0.921570010898563,0.945504847878963,0.480252325245018,"[0.007628067550057309, 0.02162391279855598]","[0.7380186807614325, 1.5834146555064095]","[1.934093884202645e-07, 1.3368958073998707e-06]",1,-1,2,10
166,77,69,44,128,150,64,"[37, 152]",118,104,56,2.32243770165595,0.00515760614746276,0.0107659945465682,0.231227121156811,0.371919864873931,0.541976086837482,26.435865020508,0.585026181250391,0.346697780048074,0.549304424522302,0.362466362820352,50.2269314589726,0.219900984397463,0.52738033310339,0.284228875020645,0.665197769188668,"[0.009291640636648859, 0.023539988103457463]","[0.6956585740076806, 1.3731667057960297]","[1.8665192954055475e-07, 1.4595253827780954e-06]",3,-1,5,4
189,58,90,23,150,96,99,"[30, 166]",167,83,32,1.40233274676055,0.00592051803860468,0.0304760638729716,0.126833460926525,0.759036298145913,0.531348992386194,107.423191667726,0.723982470672005,0.268134852979727,0.757340369247601,0.637288098167757,90.4358305324076,0.695440050291548,0.344228662670523,0.652634519263132,0.141905241843958,"[0.007029755355627107, 0.021300249350095102]","[0.4564004738263424, 1.57787593960107]","[2.1485179799954314e-07, 1.5363165866265552e-06]",3,-1,1,1
124,57,120,15,159,52,54,"[14, 211]",33,94,77,2.82322038981202,0.00552083222597158,0.0254810641308464,0.150317094826276,0.40947177261876,0.778353586749232,77.4681492363615,0.619842484750474,0.297460982541958,0.643828108398286,0.527154158105729,34.4779770435439,0.467311765366162,0.441907272876698,0.166011354914583,0.66673927207531,"[0.006451285807724846, 0.022096668564876073]","[0.5103127619667818, 1.555563386417519]","[2.1177719152771564e-07, 1.2347422235035115e-06]",1,1,11,1
153,99,148,49,157,60,124,"[30, 193]",73,25,53,2.99492969979077,0.00717033409376648,0.0145188867765071,0.0140538003720146,0.531812840357756,0.695744676929002,139.019224605048,0.679852940165489,0.0408965089395025,0.339300548929853,0.282626673989829,105.039359314291,0.0100131227099429,0.817842101062363,0.509028249560415,0.963595883496495,"[0.00531052590439773, 0.023041342002998167]","[0.4749312086578172, 1.5372958446880562]","[1.0095691023659728e-07, 9.759025895057488e-07]",2,1,2,1
123,121,64,57,103,139,148,"[28, 165]",30,143,49,2.44442933606944,0.00716724478887222,0.0173669933180821,0.199453736517059,0.765448451401264,0.701980906749524,138.989201819222,0.000226777806387912,0.0312656394557111,0.483131787915351,0.381459504956968,115.915797407393,0.267807166003522,0.845475248190168,0.81485036497162,0.499080419752863,"[0.00664716783558583, 0.02388158007645444]","[0.6256791428978962, 1.2115997569368897]","[5.3163201999942054e-08, 8.458263714112771e-07]",4,1,1,3
136,135,97,76,132,138,150,"[98, 229]",104,78,90,1.34727786286593,0.00507401733032032,0.0106262419485353,0.119633312918603,0.294958600533611,0.481768043236512,121.192004221646,0.815483161604432,0.335482005412287,0.249728770558349,0.541240275431952,73.9970777440954,0.377536370298584,0.112447443587527,0.790390592483199,0.474931106324372,"[0.006934993697119456, 0.024918306651182477]","[0.6243392820852016, 1.258508177285312]","[1.4618986867970406e-07, 7.511508282364281e-07]",1,2,3,1
189,93,88,55,159,111,92,"[17, 218]",45,160,90,2.87443531221285,0.00694835921662926,0.01681046882578,0.243386216727504,0.37596763981016,0.67762041085436,72.4867426407051,0.788928471758031,0.00405925613397398,0.742340810454615,0.424891005658327,148.076818586262,0.359639535005099,0.684565597196026,0.488880823784006,0.763755225369369,"[0.008897871615224547, 0.02134893847461383]","[0.6038391412265443, 1.4606927406691326]","[1.535170781660627e-07, 1.0899976338334539e-06]",4,-1,1,2
164,67,128,71,156,67,97,"[84, 220]",17,119,32,1.22487519496971,0.00708863680082974,0.0196853864751557,0.372228928749362,0.300418198247419,0.296681394474736,46.6061077719172,0.138850965468257,0.232407028874861,0.725543001793404,0.497888919958527,169.541711449835,0.317223875940263,0.183501351444055,0.654205654252811,0.552256815526553,"[0.006602178785640005, 0.022514101626359678]","[0.5525982409988429, 1.338802735868224]","[1.873819934430419e-07, 1.3422704364321492e-06]",2,-1,3,2
183,82,114,17,126,66,105,"[32, 235]",64,35,41,2.93528173379486,0.00589741248576129,0.0312593265881526,0.381788031724412,0.687140378391197,0.237834976331591,68.6861955656892,0.670268123592299,0.080153317729095,0.768000712703427,0.227018707339656,149.816525222651,0.7526648379559,0.235319277040256,0.670989265609997,0.99051909530502,"[0.005510169382181834, 0.02036018695428228]","[0.7841286391857767, 1.5967407137479124]","[2.315508859747117e-07, 8.189552544769624e-07]",4,-1,5,1
102,113,72,15,129,81,120,"[11, 202]",114,37,43,2.43375679843498,0.00545412121234911,0.0206122239778187,0.355222215151046,0.731746456050729,0.522520670689888,68.0780102557873,0.440605819626308,0.296126228305484,0.643620594925326,0.462915341463486,144.793295073332,0.181488821596274,0.499078979649712,0.636739858704093,0.693310440948129,"[0.00910350134475293, 0.02396514361480287]","[0.6667244224762827, 1.5991949380995203]","[8.961447820645704e-08, 9.869455688511855e-07]",1,1,8,1
197,79,72,21,132,88,104,"[89, 179]",76,148,96,1.83333536108851,0.00511635803018713,0.0286647919480872,0.361422080336469,0.250434389356073,0.272063555950667,166.778325797631,0.539039566119684,0.033848274096601,0.39996307227221,0.403378443004099,13.0761650672469,0.431366434387354,0.932408280995299,0.762185133862764,0.608459458200907,"[0.008095065808776992, 0.02392213184290076]","[0.4766022962025799, 1.2106912454902377]","[8.944614131466533e-08, 7.739012751502206e-07]",1,-1,10,3
195,123,147,49,105,141,149,"[27, 155]",71,136,46,1.91994853660261,0.00522143764793011,0.0143954214569766,0.113453898333446,0.611980776098547,0.793398016037611,25.3030132290721,0.323216737182442,0.344999384221778,0.716879553890101,0.6205526066877,74.7557649086449,0.512549894734488,0.580271805844036,0.47376602865341,0.349883976329282,"[0.005095878296500769, 0.020489532307808023]","[0.7792708374485711, 1.3089540070545773]","[1.7958759680862077e-07, 1.0271681471320345e-06]",2,-1,4,10
128,79,84,57,129,90,130,"[98, 166]",144,44,41,1.14443843049797,0.00698707903499401,0.0364785475641571,0.0545143510698739,0.299924911781822,0.652886802269172,159.877419128556,0.190218268090544,0.0522147590177113,0.392371379208492,0.226248562420282,89.4076320142109,0.852967184456288,0.279231499237777,0.283642972911601,0.991669141567334,"[0.007249238916083101, 0.021280219264040924]","[0.5721120660314882, 1.2276179682304964]","[1.4813222694034714e-07, 1.345545984952983e-06]",4,0,2,4
186,57,130,26,161,143,133,"[78, 204]",126,147,93,2.2499167893361,0.00667957614876723,0.0282008071558896,0.0827130309940003,0.474503498914077,0.545249410870165,168.209413071699,0.177988705571387,0.181463385058003,0.504888759854641,0.721187535807835,121.255431826143,0.0784558062855615,0.212299145531584,0.67391054419825,0.643608838004355,"[0.0054896176504023635, 0.020067384291331265]","[0.52369354520174, 1.2797108198558305]","[2.0938143497964273e-07, 1.1725404154368127e-06]",1,-1,1,2
155,59,117,66,168,76,50,"[59, 247]",77,93,85,2.25535029010726,0.00785814261140698,0.0316843420519484,0.0809112220170021,0.502375932721008,0.24284101151847,145.916925635724,0.659458686031168,0.0595956945552479,0.677282579699346,0.40969829993068,150.429257643941,0.80102771936397,0.440973885820144,0.961807418283001,0.646183580617589,"[0.00968917267433033, 0.0228341740178935]","[0.6877519955562437, 1.433664073944912]","[1.7819352509001547e-07, 1.4033972768484867e-06]",3,-1,3,1
174,63,126,29,125,66,71,"[71, 215]",19,138,60,1.69419064308038,0.00764425136067683,0.0218525698320935,0.152351377178241,0.282256408142038,0.384461022903969,33.2609765597088,0.78850472283742,0.126248842313654,0.794336751935226,0.467598439387285,64.5014625923797,0.182309476460126,0.5046929241354,0.552995724022826,0.247170228262259,"[0.005043159249786995, 0.02256357018075224]","[0.4252373339940633, 1.4108324643466799]","[1.411820422088415e-07, 1.0496395041468086e-06]",3,-1,10,4
158,74,80,30,156,58,77,"[70, 160]",85,130,59,2.60451152447598,0.00713014256064747,0.0288521669387044,0.0473328393842268,0.690585249767605,0.432818744108162,106.174672192975,0.442795397558617,0.0787895440196818,0.538568399529483,0.52250091050911,94.0422465110101,0.85861971239658,0.823283485794822,0.580948788140129,0.144194226155188,"[0.006133111003167052, 0.021291997707803403]","[0.4791041025887764, 1.2556807415857787]","[7.966793310949255e-08, 8.830331744474912e-07]",3,-1,3,1
